age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country
<26.5,Private,<56442,Bachelors,Never-married,Sales,Not-in-family,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,State-gov,>=56442,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,<9104,<2298.5,>=49,United-States
<26.5,Private,>=56442,Some-college,Never-married,Other-service,Own-child,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Married-civ-spouse,Craft-repair,Husband,Other,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,10th,Never-married,Craft-repair,Own-child,White,Male,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,HS-grad,Never-married,Sales,Own-child,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,Some-college,Never-married,Other-service,Own-child,White,Female,<9104,<2298.5,<49,Mexico
<26.5,Private,>=56442,Some-college,Never-married,Sales,Own-child,White,Female,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Bachelors,Separated,Prof-specialty,Unmarried,Black,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Assoc-acdm,Never-married,Adm-clerical,Own-child,White,Male,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,Some-college,Never-married,Sales,Own-child,Black,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Bachelors,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,<9104,<2298.5,<49,Laos
>=26.5,Private,>=56442,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Self-emp-not-inc,>=56442,Masters,Married-civ-spouse,Exec-managerial,Wife,White,Female,>=9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,>=9104,<2298.5,>=49,Canada
>=26.5,Private,>=56442,Bachelors,Separated,Prof-specialty,Not-in-family,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Private,<56442,Assoc-voc,Married-civ-spouse,Craft-repair,Wife,Amer-Indian-Eskimo,Female,<9104,<2298.5,<49,United-States
>=26.5,Self-emp-not-inc,>=56442,HS-grad,Never-married,Other-service,Not-in-family,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Local-gov,>=56442,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,11th,Never-married,Other-service,Not-in-family,Black,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,<56442,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Self-emp-not-inc,<56442,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,7th-8th,Divorced,Machine-op-inspct,Unmarried,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Self-emp-inc,<56442,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,10th,Married-civ-spouse,Adm-clerical,Wife,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Some-college,Separated,Adm-clerical,Own-child,White,Male,<9104,<2298.5,<49,Cuba
>=26.5,Local-gov,>=56442,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Bachelors,Divorced,Prof-specialty,Unmarried,Black,Female,<9104,<2298.5,>=49,United-States
>=26.5,Self-emp-inc,>=56442,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Assoc-voc,Divorced,Adm-clerical,Not-in-family,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,11th,Married-civ-spouse,Exec-managerial,Husband,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Self-emp-inc,>=56442,9th,Never-married,Craft-repair,Own-child,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Masters,Never-married,Sales,Own-child,Black,Male,<9104,<2298.5,<49,United-States
>=26.5,Self-emp-not-inc,>=56442,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,<9104,<2298.5,>=49,England
>=26.5,Local-gov,>=56442,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,HS-grad,Widowed,Exec-managerial,Not-in-family,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Some-college,Separated,Prof-specialty,Not-in-family,White,Male,<9104,<2298.5,>=49,Canada
>=26.5,Private,>=56442,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,<9104,<2298.5,<49,Mexico
<26.5,Private,>=56442,11th,Never-married,Other-service,Own-child,White,Female,<9104,<2298.5,<49,United-States
<26.5,State-gov,>=56442,Bachelors,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,HS-grad,Divorced,Transport-moving,Own-child,Black,Male,<9104,<2298.5,<49,United-States
>=26.5,Local-gov,<56442,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,Male,<9104,<2298.5,<49,United-States
>=26.5,Self-emp-not-inc,>=56442,Some-college,Divorced,Exec-managerial,Not-in-family,Black,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Assoc-acdm,Never-married,Machine-op-inspct,Unmarried,Black,Female,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,Some-college,Never-married,Sales,Own-child,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,HS-grad,Never-married,Other-service,Own-child,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Local-gov,>=56442,Some-college,Divorced,Protective-serv,Not-in-family,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,State-gov,>=56442,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Never-married,Other-service,Unmarried,White,Male,<9104,<2298.5,<49,Portugal
>=26.5,Private,>=56442,11th,Married-civ-spouse,Farming-fishing,Husband,White,Male,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,HS-grad,Never-married,Machine-op-inspct,Unmarried,Black,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,Some-college,Never-married,Exec-managerial,Own-child,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,Bachelors,Never-married,Sales,Not-in-family,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,<9104,<2298.5,<49,United-States
<26.5,Local-gov,>=56442,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Female,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,10th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Some-college,Separated,Adm-clerical,Not-in-family,White,Female,<9104,<2298.5,<49,United-States
>=26.5,State-gov,>=56442,Masters,Widowed,Prof-specialty,Unmarried,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Self-emp-inc,>=56442,Some-college,Divorced,Farming-fishing,Not-in-family,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Some-college,Married-civ-spouse,Sales,Husband,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,Some-college,Separated,Exec-managerial,Unmarried,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,State-gov,>=56442,Doctorate,Never-married,Exec-managerial,Not-in-family,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,State-gov,>=56442,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,<9104,<2298.5,<49,Taiwan
>=26.5,Self-emp-not-inc,>=56442,Some-college,Widowed,Adm-clerical,Not-in-family,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Local-gov,>=56442,Some-college,Never-married,Other-service,Unmarried,Black,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,Some-college,Never-married,Sales,Own-child,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,10th,Divorced,Adm-clerical,Not-in-family,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Self-emp-inc,>=56442,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Local-gov,>=56442,HS-grad,Separated,Other-service,Own-child,White,Female,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,5th-6th,Married-civ-spouse,Craft-repair,Other-relative,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,11th,Never-married,Craft-repair,Not-in-family,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Self-emp-inc,>=56442,HS-grad,Divorced,Protective-serv,Not-in-family,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,HS-grad,Never-married,Sales,Not-in-family,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Self-emp-not-inc,>=56442,Some-college,Never-married,Transport-moving,Not-in-family,Black,Male,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,HS-grad,Never-married,Protective-serv,Own-child,White,Male,>=9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Black,Male,<9104,<2298.5,<49,United-States
>=26.5,Self-emp-inc,>=56442,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Assoc-acdm,Never-married,Craft-repair,Not-in-family,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Self-emp-inc,>=56442,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,<9104,<2298.5,<49,Mexico
>=26.5,Private,>=56442,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,Assoc-voc,Never-married,Craft-repair,Own-child,White,Male,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Local-gov,>=56442,9th,Married-civ-spouse,Transport-moving,Husband,Black,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Federal-gov,>=56442,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Self-emp-inc,>=56442,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Self-emp-not-inc,>=56442,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,<9104,<2298.5,<49,United-States
<26.5,Federal-gov,>=56442,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Never-married,Handlers-cleaners,Unmarried,White,Female,<9104,<2298.5,<49,Nicaragua
>=26.5,Private,>=56442,Assoc-acdm,Divorced,Adm-clerical,Not-in-family,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Divorced,Other-service,Not-in-family,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,Some-college,Never-married,Adm-clerical,Own-child,White,Male,<9104,<2298.5,>=49,United-States
<26.5,Private,>=56442,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Bachelors,Divorced,Exec-managerial,Unmarried,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<9104,<2298.5,<49,Poland
>=26.5,Private,>=56442,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,11th,Separated,Other-service,Not-in-family,Black,Female,<9104,<2298.5,<49,United-States
>=26.5,Self-emp-inc,>=56442,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,>=9104,<2298.5,>=49,United-States
<26.5,Private,<56442,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,<9104,<2298.5,<49,United-States
>=26.5,State-gov,>=56442,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Masters,Married-civ-spouse,Sales,Husband,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Self-emp-not-inc,>=56442,5th-6th,Married-civ-spouse,Craft-repair,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,10th,Married-civ-spouse,Other-service,Wife,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Self-emp-inc,>=56442,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,10th,Divorced,Other-service,Unmarried,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Federal-gov,>=56442,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,<9104,<2298.5,>=49,United-States
>=26.5,Self-emp-not-inc,>=56442,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Self-emp-not-inc,>=56442,Bachelors,Divorced,Sales,Not-in-family,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Local-gov,>=56442,Masters,Divorced,Prof-specialty,Unmarried,White,Female,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Self-emp-not-inc,>=56442,7th-8th,Married-civ-spouse,Tech-support,Husband,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,HS-grad,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,<9104,<2298.5,<49,Ecuador
>=26.5,Private,>=56442,HS-grad,Divorced,Other-service,Not-in-family,White,Female,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,Some-college,Never-married,Adm-clerical,Other-relative,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Some-college,Divorced,Adm-clerical,Not-in-family,White,Male,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,Assoc-acdm,Never-married,Exec-managerial,Own-child,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Federal-gov,>=56442,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,<9104,<2298.5,<49,Poland
>=26.5,Private,>=56442,Some-college,Widowed,Adm-clerical,Not-in-family,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Local-gov,>=56442,10th,Widowed,Other-service,Unmarried,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Local-gov,>=56442,Bachelors,Separated,Prof-specialty,Unmarried,White,Female,<9104,<2298.5,<49,United-States
<26.5,Federal-gov,>=56442,9th,Never-married,Adm-clerical,Other-relative,Black,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<9104,<2298.5,>=49,France
>=26.5,Self-emp-not-inc,>=56442,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,<9104,<2298.5,>=49,United-States
<26.5,Private,>=56442,11th,Never-married,Other-service,Other-relative,Black,Female,<9104,<2298.5,<49,United-States
>=26.5,Federal-gov,<56442,HS-grad,Divorced,Other-service,Unmarried,White,Male,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Self-emp-not-inc,>=56442,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Local-gov,>=56442,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,<9104,<2298.5,<49,United-States
<26.5,Self-emp-not-inc,<56442,Some-college,Never-married,Other-service,Not-in-family,White,Female,<9104,<2298.5,<49,United-States
>=26.5,State-gov,>=56442,Doctorate,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,<9104,<2298.5,<49,Taiwan
>=26.5,State-gov,>=56442,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,>=9104,<2298.5,<49,United-States
<26.5,Private,>=56442,10th,Never-married,Sales,Own-child,White,Female,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,<56442,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Self-emp-not-inc,>=56442,Assoc-acdm,Married-civ-spouse,Transport-moving,Husband,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,Bachelors,Separated,Sales,Not-in-family,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Divorced,Other-service,Unmarried,Black,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,Female,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,Some-college,Divorced,Tech-support,Not-in-family,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,<9104,<2298.5,>=49,United-States
<26.5,Local-gov,>=56442,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,<9104,<2298.5,<49,Poland
>=26.5,Self-emp-not-inc,>=56442,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Local-gov,>=56442,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Self-emp-inc,>=56442,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,Assoc-acdm,Divorced,Other-service,Not-in-family,White,Female,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,>=9104,<2298.5,>=49,United-States
>=26.5,State-gov,>=56442,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,12th,Never-married,Machine-op-inspct,Not-in-family,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Self-emp-inc,>=56442,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,<9104,>=2298.5,<49,United-States
>=26.5,Private,>=56442,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,<9104,<2298.5,<49,France
>=26.5,Self-emp-inc,>=56442,HS-grad,Widowed,Exec-managerial,Not-in-family,White,Female,>=9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,HS-grad,Never-married,Other-service,Not-in-family,White,Male,<9104,<2298.5,<49,Puerto-Rico
<26.5,Private,>=56442,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,<9104,<2298.5,<49,India
>=26.5,Federal-gov,>=56442,Masters,Married-civ-spouse,Tech-support,Husband,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,11th,Married-civ-spouse,Sales,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,Bachelors,Never-married,Exec-managerial,Not-in-family,Black,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,State-gov,<56442,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,State-gov,>=56442,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Never-married,Priv-house-serv,Own-child,White,Female,<9104,<2298.5,<49,Guatemala
